id,split,finetune
AP024696.1,val,False
AP024697.1,train,True
AP024699.1,train,True
AP024700.1,train,True
AP024701.1,train,True
AP024711.1,train,False
AP024868.1,train,False
AP024877.1,train,False
AP024880.1,train,False
AP024891.1,train,False
AP024892.1,train,False
AP024915.1,train,False
AP024920.1,train,False
AP024970.1,train,False
AP024971.1,train,False
AP024972.1,train,False
AP024974.1,train,False
AP024975.1,train,False
AP024978.1,val,False
AP024980.1,train,False
AP024981.1,train,False
AP024983.1,train,False
AP025019.1,train,False
AP025020.1,train,False
AP025021.1,train,False
AP025022.1,train,False
AP025023.1,train,False
AP025024.1,test,False
AP025025.1,val,False
AP025026.1,train,False
AP025027.1,val,False
AP025276.1,test,False
AP025287.1,train,False
AP025289.1,test,False
AP025290.1,train,False
AP025291.1,train,False
AP025293.1,train,False
AP025294.1,train,False
AP025295.1,train,False
AP025296.1,train,False
AP025297.1,train,False
AP025298.1,train,False
AP025299.1,val,False
AP025300.1,val,False
AP025301.1,val,False
AP025302.1,train,False
AP025303.1,train,False
AP025304.1,train,False
AP025306.1,train,False
AP025307.1,val,False
AP025308.1,test,False
AP025309.1,train,False
AP025310.1,train,False
AP025311.1,train,False
AP025312.1,train,False
AP025313.1,train,False
AP025315.1,test,False
AP025316.1,test,False
AP025317.1,train,False
AP025318.1,train,False
AP025319.1,test,False
AP025320.1,train,False
AP025321.1,test,False
AP025322.1,test,False
AP025323.1,test,False
AP025324.1,val,False
AP025325.1,train,False
AP025326.1,test,False
AP025327.1,train,False
AP025328.1,train,False
AP025330.1,train,False
AP025536.1,train,False
AP025537.1,train,False
AP025538.1,train,False
AP025588.1,test,False
AP025629.1,test,False
AP025641.1,train,False
AP025646.1,test,False
AP025654.1,train,False
AP025656.1,test,False
AP025670.1,train,False
AP025671.1,train,False
AP025672.1,train,False
AP025673.1,train,False
AP025674.1,train,False
AP025691.1,train,False
AP025950.1,train,False
AP025952.1,test,False
AP025954.1,train,False
AP025956.1,train,False
AP025958.1,train,False
AP025960.1,train,False
AP025962.1,train,False
AP025964.1,train,False
AP025967.1,train,False
AP025969.1,train,False
AP025971.1,train,False
AP025973.1,val,False
AP025975.1,train,False
AP025976.1,train,False
AP025978.1,train,False
AP025980.1,train,False
AP025982.1,val,False
AP025984.1,test,False
AP025986.1,val,False
AP025988.1,train,False
AP025989.1,train,False
AP025991.1,train,False
AP025993.1,train,False
AP025994.1,train,False
AP025997.1,train,False
AP025998.1,train,False
AP026000.1,train,False
AP026002.1,train,False
AP026004.1,train,False
AP026006.1,train,False
AP026008.1,train,False
AP026010.1,val,False
AP026012.1,train,False
AP026013.1,train,False
AP026015.1,train,False
AP026066.1,test,False
AP026067.1,train,False
AP026383.1,train,False
AP026384.1,train,False
AP026386.1,test,False
AP026387.1,train,False
AP026388.1,train,False
AP026389.1,train,False
AP026390.1,train,False
AP026391.1,train,False
AP026443.1,train,False
AP026445.1,train,False
AP026470.1,train,True
AP026477.1,test,False
AP026478.1,train,False
AP026480.1,train,False
AP026481.1,val,False
AP026482.1,train,True
AP026483.1,train,True
AP026515.1,train,False
AP026516.1,train,False
AP026517.1,train,True
AP026519.1,train,False
AP026520.1,train,False
AP026521.1,train,False
AP026522.1,test,False
AP026523.1,train,True
AP026524.1,train,True
AP026537.1,train,True
AP026557.1,train,False
AP026574.1,train,False
AP026576.1,test,False
AP026577.1,train,False
AP026578.1,train,False
AP026580.1,train,False
AP026582.1,train,False
AP026583.1,train,False
AP026584.1,train,False
AP026585.1,train,False
AP026587.1,train,False
AP026589.1,train,False
AP026590.1,train,False
AP026591.1,train,False
AP026592.1,train,False
AP026594.1,val,False
AP026596.1,test,False
AP026597.1,train,False
AP026598.1,train,False
AP026599.1,train,False
AP026600.1,train,False
AP026618.1,train,False
AP026620.1,test,False
AP026621.1,train,False
AP026622.1,train,False
AP026623.1,train,False
AP026624.1,train,False
AP026625.1,train,False
AP026626.1,train,False
AP026627.1,train,False
AP026629.1,train,False
AP026631.1,train,False
AP026633.1,train,False
AP026635.1,test,False
AP026636.1,train,False
AP026637.1,train,False
AP026638.1,train,False
AP026639.1,train,False
AP026640.1,train,False
AP026642.1,train,False
AP026644.1,train,False
AP026645.1,train,False
AP026646.1,train,False
AP026647.1,train,False
AP026648.1,train,False
AP026649.1,train,False
AP026651.1,test,False
AP026653.1,train,False
AP026654.1,train,False
AP026719.1,train,False
AP026727.1,train,False
AP026730.1,train,False
AP026740.1,train,False
AP026741.1,train,False
AP026743.1,train,False
AP026744.1,train,False
AP026745.1,train,True
AP026747.1,val,False
AP026748.1,train,False
AP026749.1,train,True
AP026750.1,train,True
AP026752.1,train,False
AP026753.1,train,False
AP026755.1,train,False
AP026756.1,train,False
AP026757.1,train,False
AP026758.1,train,False
AP026760.1,train,False
AP026762.1,train,False
AP026799.1,train,False
AP026805.1,train,False
AP026807.1,test,False
AP026809.1,val,False
AP026810.1,val,False
AP026812.1,train,False
AP026813.1,test,False
AP026815.1,train,False
AP026817.1,train,False
AP026819.1,train,False
AP026820.1,train,False
AP026822.1,train,False
AP026824.1,train,False
AP026826.1,train,False
AP026941.1,test,False
AP026943.1,train,False
AP026944.1,train,False
AP026971.1,train,False
AP027245.1,train,False
AP027409.1,train,False
AP027410.1,train,False
AP027447.1,train,False
AP027448.1,test,False
AP027449.1,train,False
AP027451.1,val,False
AP028091.1,train,False
AP028112.1,train,False
AP028113.1,val,False
AP028114.1,train,False
AP028117.1,train,False
AP028118.1,val,False
AP028120.1,val,False
AP028121.1,train,False
AP028122.1,train,False
AP028333.1,val,False
AP028339.1,train,False
AP028343.1,train,False
AP028347.1,train,False
AP028349.1,train,False
AP028354.1,train,False
AP028356.1,train,False
AP028364.1,train,False
AP028366.1,test,False
AP028368.1,val,False
AP028372.1,test,False
AP028373.1,test,False
AP028375.1,train,False
AP028377.1,train,False
AP028379.1,train,False
AP028389.1,train,False
AP028391.1,train,False
AP028394.1,train,False
AP028397.1,train,False
AP028400.1,train,False
AP028403.1,train,False
AP028405.1,train,False
AP028406.1,val,False
AP028410.1,test,False
AP028411.1,train,False
AP028416.1,test,False
AP028417.1,train,False
AP028418.1,train,False
AP028419.1,train,False
AP028421.1,train,False
AP028463.1,train,False
AP028465.1,train,False
AP028468.1,train,False
AP028469.1,train,False
AP028470.1,val,False
AP028471.1,train,False
AP028474.1,train,False
AP028475.1,train,False
AP028477.1,train,False
AP028479.1,train,False
AP028481.1,train,False
AP028482.1,train,False
AP028484.1,train,False
AP028486.1,test,False
AP028488.1,val,False
AP028489.1,train,False
AP028492.1,train,False
AP028494.1,train,False
AP028496.1,test,False
AP028498.1,val,False
AP028500.1,val,False
AP028504.1,train,False
AP028507.1,train,False
AP028508.1,train,False
AP028509.1,train,False
AP028512.1,test,False
AP028514.1,train,False
AP028515.1,train,False
AP028516.1,train,False
AP028518.1,train,False
AP028521.1,train,False
AP028524.1,train,False
AP028526.1,train,False
AP028528.1,train,False
AP028532.1,train,False
AP028537.1,train,False
AP028538.1,val,False
AP028541.1,val,False
AP028542.1,train,False
AP028546.1,train,False
AP028550.1,train,False
AP028551.1,val,False
AP028552.1,train,False
AP028553.1,train,False
AP028554.1,val,False
AP028555.1,train,False
AP028557.1,train,False
AP028558.1,train,False
AP028560.1,train,False
AP028562.1,train,False
AP028563.1,test,False
AP028564.1,train,False
AP028565.1,train,False
AP028567.1,test,False
AP028568.1,train,False
AP028569.1,train,False
AP028570.1,train,False
AP028572.1,train,False
AP028573.1,train,False
AP028575.1,train,False
AP028578.1,train,False
AP028582.1,train,False
AP028587.1,train,False
AP028589.1,test,False
AP028591.1,train,False
AP028593.1,train,False
AP028595.1,train,False
AP028597.1,train,False
AP028600.1,train,False
AP028612.1,train,False
AP028811.1,train,False
AP028812.1,train,False
AP028813.1,val,False
AP028816.1,train,False
AP028817.1,test,False
AP028818.1,train,False
AP028819.1,train,False
AP028820.1,train,False
AP028821.1,test,False
AP028823.1,train,False
AP028824.1,train,False
AP028825.1,train,False
AP028826.1,train,False
AP028828.1,val,False
AP028829.1,train,False
AP028830.1,train,False
AP028831.1,train,False
AP028833.1,test,False
AP028834.1,val,False
AP028835.1,test,False
AP028836.1,train,False
AP028838.1,train,False
AP028839.1,train,False
AP028840.1,train,False
AP028843.1,train,False
AP028844.1,train,False
AP028845.1,train,False
AP028846.1,train,False
AP028848.1,train,False
AP028849.1,train,False
AP028850.1,train,False
AP028853.1,train,False
AP028854.1,train,False
AP028855.1,train,False
AP028856.1,train,False
AP028857.1,train,False
AP028859.1,val,False
AP028860.1,test,False
AP028861.1,train,False
AP028862.1,train,False
AP028868.1,train,False
AP028870.1,train,False
AP028871.1,train,False
AP028872.1,val,False
AP028873.1,val,False
AP028874.1,train,True
AP028879.1,train,False
AP028966.1,train,False
AP028969.1,train,False
AP028970.1,train,False
AP028971.1,train,False
AP028985.1,train,False
AY027524.1,test,False
AY123047.1,test,False
CM001901.1,test,False
CM001903.1,train,False
CP000054.1,train,False
CP000055.1,train,False
CP000228.1,train,False
CP000229.1,val,False
CP000522.1,train,False
CP000540.1,train,False
CP000541.1,train,False
CP000579.1,val,False
CP000617.1,train,False
CP000618.1,train,False
CP000619.1,train,False
CP000620.1,train,False
CP000621.1,train,False
CP000630.1,train,False
CP000631.1,test,False
CP000632.1,train,False
CP000700.1,train,False
CP000701.1,train,False
CP000782.1,train,False
CP000876.1,train,False
CP000877.1,train,False
CP000983.1,train,False
CP001057.1,train,False
CP001075.1,train,False
CP001076.1,train,False
CP001077.1,val,False
CP001136.1,train,False
CP001178.1,train,False
CP001179.1,test,False
CP001180.1,train,False
CP001181.1,train,False
CP001770.1,train,False
CP001771.1,val,False
CP001772.1,train,False
CP001773.1,train,False
CP001774.1,train,False
CP001775.1,test,False
CP001776.1,train,False
CP001777.1,train,False
CP002030.1,train,False
CP002145.1,train,False
CP002147.1,train,False
CP002151.1,train,False
CP002152.1,train,False
CP002153.1,train,False
CP002155.1,train,False
CP002166.1,train,False
CP002441.1,train,False
CP002509.1,train,False
CP002510.1,train,False
CP002523.1,train,False
CP002524.1,train,False
CP002527.1,test,False
CP002934.1,train,False
CP002935.1,train,False
CP002936.1,train,False
CP002937.1,train,False
CP002938.1,train,False
CP002939.1,train,False
CP002940.1,train,False
CP002941.1,train,False
CP003042.1,train,False
CP003090.1,train,False
CP003091.1,test,False
CP003092.1,train,False
CP003180.1,train,False
CP003296.1,train,False
CP003352.1,train,False
CP003353.1,train,False
CP003354.1,train,False
CP003404.1,train,False
CP003420.1,train,False
CP003669.1,val,False
CP003688.1,train,False
CP003689.1,train,False
CP003690.1,val,False
CP003691.1,train,False
CP003692.1,train,False
CP003693.1,val,False
CP003694.1,train,False
CP003722.1,train,False
CP003748.1,val,False
CP003749.1,val,False
CP003750.1,train,False
CP003751.1,train,False
CP003812.1,train,False
CP003813.1,train,False
CP003817.1,train,False
CP003927.1,train,False
CP003950.1,train,False
CP003951.1,train,False
CP003983.1,train,False
CP004058.1,test,False
CP004059.1,train,False
CP004060.1,train,False
CP004361.1,val,False
CP004362.1,val,False
CP004363.1,train,False
CP004364.1,train,False
CP004365.1,train,False
CP004847.1,train,False
CP005999.1,train,False
CP006000.1,train,False
CP006001.1,train,False
CP006002.1,train,False
CP006582.2,train,False
CP006583.2,train,False
CP006657.1,train,False
CP006658.1,train,False
CP006737.1,val,False
CP006767.1,train,False
CP006904.1,train,False
CP007042.1,train,False
CP007043.1,train,False
CP007052.1,train,False
CP007054.1,train,False
CP007068.1,train,False
CP007069.1,train,False
CP007070.1,train,False
CP007150.1,train,False
CP007157.1,train,False
CP007558.1,val,False
CP007578.1,train,False
CP007579.1,train,False
CP007580.1,train,False
CP007642.1,test,False
CP007643.1,train,False
CP007644.1,train,False
CP007645.1,val,False
CP007752.1,train,False
CP008701.1,train,False
CP008789.1,train,False
CP008790.1,test,False
CP008791.1,train,False
CP008904.1,val,False
CP008937.1,train,False
CP008938.1,train,False
CP008939.1,train,False
CP008940.1,train,False
CP009060.1,train,False
CP009068.1,train,False
CP009069.1,train,False
CP009070.1,train,False
CP009071.1,train,False
CP009118.1,val,False
CP009218.1,train,False
CP009219.1,train,False
CP009363.1,train,False
CP009368.1,train,False
CP009589.1,test,False
CP009591.1,train,False
CP009592.1,val,False
CP009627.1,test,False
CP009763.1,train,False
CP009851.1,train,False
CP009852.1,train,False
CP009853.1,train,False
CP009855.1,val,False
CP009856.1,train,False
CP009857.1,test,False
CP009867.1,train,False
CP009868.1,train,False
CP009869.1,test,False
CP009870.1,val,False
CP009871.1,test,False
CP009881.1,train,False
CP009882.1,train,False
CP009883.1,train,False
CP009884.1,val,False
CP009911.1,train,False
CP009939.1,train,False
CP009940.1,train,False
CP010325.1,train,False
CP010326.1,train,False
CP010513.1,train,False
CP010856.1,val,False
CP010857.1,train,False
CP010859.1,train,False
CP010860.1,train,False
CP010861.1,val,False
CP010863.1,train,False
CP010864.1,val,False
CP010865.1,test,False
CP010866.1,test,False
CP011314.1,test,False
CP011315.1,val,False
CP011316.1,train,False
CP011599.1,test,False
CP011600.1,train,False
CP011601.1,train,False
CP011625.1,train,False
CP011626.1,train,False
CP011627.1,train,False
CP011628.1,test,False
CP011630.1,train,False
CP011631.1,train,False
CP011632.1,test,False
CP011633.1,train,False
CP011634.1,train,False
CP011635.1,train,False
CP011833.1,train,False
CP011990.1,train,False
CP011991.1,train,False
CP011993.1,train,False
CP011998.1,test,False
CP012113.1,train,False
CP012114.1,train,False
CP012385.1,train,False
CP012386.1,train,False
CP012488.1,train,False
CP012489.1,train,False
CP012490.1,test,False
CP012494.1,train,False
CP012495.1,train,False
CP012496.1,train,False
CP012848.1,train,False
CP012891.1,test,False
CP012892.1,train,False
CP012893.1,train,False
CP012895.1,train,False
CP012896.1,test,False
CP013001.1,train,False
CP013100.1,train,False
CP013721.1,train,False
CP013769.1,train,False
CP013770.1,val,False
CP013771.1,val,False
CP013772.1,test,False
CP013822.1,train,False
CP013823.1,train,False
CP013824.1,train,False
CP013825.1,train,False
CP013836.1,train,False
CP013914.1,train,False
CP013915.1,val,False
CP013927.1,val,False
CP013960.1,test,False
CP014066.2,train,False
CP014198.2,train,True
CP014199.1,train,False
CP014200.1,val,False
CP014292.1,train,False
CP014293.1,train,False
CP014295.1,train,False
CP014296.1,train,False
CP014297.1,test,False
CP014298.1,test,False
CP014299.1,test,False
CP014300.1,train,False
CP014330.2,train,False
CP014336.1,train,False
CP014450.1,train,False
CP014451.1,train,False
CP014452.1,train,False
CP014493.1,train,False
CP014494.1,train,False
CP014577.1,train,False
CP014652.1,train,False
CP014653.1,train,False
CP014654.1,test,False
CP014655.1,train,False
CP014656.1,train,False
CP014753.1,train,False
CP014769.1,train,False
CP014770.1,train,False
CP014772.1,train,False
CP014788.1,train,False
CP014789.1,train,False
CP014964.1,train,False
CP015491.1,train,False
CP015492.1,train,False
CP015590.1,train,False
CP015591.1,train,False
CP015592.1,train,False
CP015599.1,train,False
CP015627.1,train,False
CP015628.1,train,False
CP015851.1,train,False
CP016074.1,train,False
CP016075.1,train,False
CP016080.1,train,False
CP016195.1,test,False
CP016196.1,train,False
CP016197.1,val,False
CP016198.1,train,False
CP016217.1,val,False
CP016219.1,train,False
CP016317.1,train,False
CP016334.1,train,False
CP016466.1,train,False
CP016473.1,train,False
CP016526.1,train,False
CP016527.1,train,False
CP016528.1,val,False
CP016529.1,train,False
CP016555.1,train,False
CP016582.1,train,False
CP016583.1,test,False
CP016584.1,train,False
CP016585.1,train,False
CP016613.1,train,False
CP016641.1,train,False
CP016642.1,train,False
CP016643.1,train,False
CP016691.1,train,False
CP016692.1,train,False
CP016693.1,train,False
CP016763.1,train,False
CP016764.1,train,False
CP016765.1,train,False
CP017093.1,test,False
CP017386.1,train,False
CP017387.1,train,False
CP017388.1,train,False
CP017422.1,val,False
CP017423.1,test,False
CP017424.1,train,False
CP017425.1,val,False
CP017426.1,val,False
CP017618.1,train,False
CP017619.1,train,False
CP017693.1,train,False
CP017949.1,train,False
CP018001.1,test,False
CP018090.1,train,False
CP018357.1,val,False
CP018358.1,train,False
CP018359.1,train,False
CP018360.1,train,False
CP018361.1,train,False
CP018457.1,train,False
CP018459.1,train,False
CP018460.1,val,False
CP018461.1,test,False
CP018462.1,train,False
CP018759.1,train,False
CP018784.1,train,False
CP018958.1,train,False
CP018959.1,train,False
CP018960.1,test,False
CP018961.1,train,False
CP019045.1,train,False
CP019144.2,train,False
CP019145.1,train,False
CP019146.1,train,False
CP019147.1,train,False
CP019148.1,train,False
CP019149.1,train,False
CP019150.1,train,False
CP019151.1,train,False
CP019152.2,test,False
CP019195.1,train,False
CP019214.3,train,False
CP019215.2,val,False
CP019216.3,train,False
CP019349.1,train,False
CP019350.1,train,False
CP019351.1,test,False
CP019559.1,val,False
CP019598.1,train,False
CP019599.1,train,False
CP019637.1,train,False
CP019638.1,train,False
CP019647.1,train,False
CP019648.1,train,False
CP019709.1,val,False
CP019710.1,train,False
CP019711.1,test,False
CP019744.1,train,False
CP019745.1,val,False
CP019746.1,train,False
CP019747.1,train,False
CP019900.1,train,False
CP019902.1,train,False
CP020054.1,train,False
CP020113.1,train,False
CP020359.1,test,False
CP020439.2,train,False
CP020455.1,train,False
CP020456.1,test,False
CP020493.1,train,False
CP020494.1,val,False
CP020502.1,train,False
CP020526.1,train,False
CP020527.1,train,False
CP020529.1,train,False
CP020530.1,train,False
CP020531.1,train,False
CP020755.1,train,False
CP020756.1,val,False
CP020757.1,test,False
CP020758.1,train,False
CP020759.1,train,False
CP020760.1,train,False
CP021115.1,test,False
CP021116.1,train,False
CP021117.1,train,False
CP021182.1,val,False
CP021183.1,test,False
CP021184.1,train,False
CP021185.1,train,False
CP021186.1,train,False
CP021187.1,train,False
CP021188.1,train,False
CP021189.1,train,False
CP021190.1,test,False
CP021191.1,train,False
CP021192.1,train,False
CP021449.1,train,False
CP021463.1,train,False
CP021464.1,val,False
CP021465.1,train,False
CP021466.1,train,False
CP021471.1,train,False
CP021472.1,train,False
CP021473.1,train,False
CP021475.1,val,False
CP021750.1,train,False
CP021777.1,train,False
CP021778.1,train,False
CP021779.1,train,False
CP021897.1,test,False
CP021898.1,train,False
CP021899.1,train,False
CP021900.1,train,False
CP021901.1,train,False
CP022152.1,train,False
CP022153.1,train,False
CP022245.1,train,False
CP022460.1,train,False
CP022461.1,test,False
CP022482.1,train,False
CP022483.1,train,False
CP022517.1,train,False
CP022518.1,test,False
CP022519.1,train,False
CP022520.1,train,False
CP022696.1,train,False
CP022697.1,train,False
CP022698.1,train,False
CP022756.1,train,False
CP022766.1,train,False
CP022767.1,val,False
CP022769.1,val,False
CP022773.1,train,False
CP022779.1,train,False
CP022781.1,train,False
CP022783.1,train,False
CP022785.1,test,False
CP022787.1,train,False
CP022791.1,val,False
CP022793.1,train,False
CP022795.1,val,False
CP023013.1,train,False
CP023015.1,test,False
CP023017.1,train,False
CP023135.2,train,False
CP023180.1,train,False
CP023182.1,train,False
CP023183.1,val,False
CP023455.1,train,False
CP024249.1,train,False
CP024250.1,train,False
CP024483.1,train,False
CP024485.1,train,False
CP024486.1,train,False
CP024487.1,train,False
CP024500.1,test,False
CP024501.1,test,False
CP024502.1,test,False
CP024505.1,test,False
CP024506.1,val,False
CP024507.1,train,False
CP024508.1,train,False
CP024509.1,train,False
CP024510.1,train,False
CP024511.1,train,False
CP024512.1,val,False
CP024513.1,train,False
CP024514.1,val,False
CP024517.1,train,False
CP024518.1,test,False
CP024685.1,train,False
CP024686.1,train,False
CP024687.1,train,False
CP024688.1,train,False
CP024689.1,train,False
CP024690.1,train,False
CP024691.1,train,False
CP024692.1,train,False
CP024782.1,train,False
CP024783.1,train,False
CP024820.1,train,False
CP024913.1,train,False
CP024914.1,test,False
CP025058.1,train,False
CP025059.1,train,False
CP025190.1,train,False
CP025191.1,train,False
CP025192.1,test,False
CP025194.1,train,False
CP025195.1,val,False
CP025212.1,train,False
CP025213.1,train,False
CP025214.1,train,False
CP025215.1,val,False
CP025277.1,train,False
CP025516.1,test,False
CP025517.1,train,False
CP025888.1,train,False
CP025889.1,train,False
CP025890.1,train,False
CP025891.1,train,False
CP025968.1,train,False
CP025969.1,train,True
CP025971.1,train,False
CP025972.1,train,False
CP025974.1,train,False
CP025975.1,val,False
CP025977.1,train,False
CP025978.1,train,False
CP025983.1,train,False
CP025984.1,train,False
CP025986.1,train,False
CP026057.1,val,False
CP026058.1,train,False
CP026168.1,train,False
CP026169.1,test,False
CP026170.1,val,False
CP026171.1,train,False
CP026188.1,train,False
CP026189.1,train,False
CP026190.1,train,False
CP026191.1,train,False
CP026194.1,train,False
CP026195.1,train,False
CP026196.1,train,False
CP026198.1,train,False
CP026203.1,train,False
CP026204.1,train,False
CP026205.1,train,False
CP026206.1,train,False
CP026207.1,train,False
CP026208.1,train,False
CP026232.1,val,False
CP026233.1,train,False
CP026234.1,train,False
CP026239.1,test,False
CP026240.1,train,False
CP026241.1,train,False
CP026242.1,train,False
CP026276.1,train,False
CP026277.1,train,False
CP026278.1,train,False
CP026279.1,val,False
CP026280.1,train,False
CP026281.1,train,False
CP026282.1,train,False
CP026283.1,train,False
CP026284.1,train,False
CP026388.1,train,False
CP026389.1,train,False
CP026390.1,train,False
CP026391.1,train,False
CP026601.1,val,False
CP026602.1,train,False
CP026603.1,train,False
CP026658.1,train,False
CP026659.1,train,False
CP026661.1,train,False
CP026716.1,train,False
CP026717.1,train,False
CP026718.1,val,False
CP026720.1,train,False
CP026733.1,train,False
CP026798.1,train,False
CP026821.1,train,False
CP026822.1,val,False
CP026838.1,train,False
CP026843.1,train,False
CP026844.1,train,False
CP026852.1,train,False
CP026876.1,test,False
CP027110.1,train,False
CP027364.1,train,False
CP027377.1,train,False
CP027379.1,train,False
CP027419.1,train,False
CP027420.1,train,False
CP027421.1,train,False
CP027424.1,val,False
