sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
samples_llm_feb11	chromosome	-	-	sample_15	5378	50.81814801041279	a40161450049f7f2a52619698b13c436	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_16	590	45.932203389830505	8a03139c666633c05f0dde7c825cd11c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_17	6755	38.00148038490008	a28ce61932b506dc33ab20643adf821b	not tested	-	-	-	-	-	-	MOBP	NZ_CP011140	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_18	145	44.827586206896555	bf365f6159b9921faff1600a7e88215c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_19	3461	43.71568910719445	cc14293c38289670cb05b1cda5ed196b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_20	4917	41.10229814927801	28fa4550dceafea6c44596db862779a2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_21	1170	34.7008547008547	b5cf4c335f2617dcc6d8d35593c34d0e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_22	4007	50.66134265036187	c2fbda09e9b1870a85e2d5388381e5e0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_23	3705	30.904183535762485	3e11c3ffea4d86a398d624aff78b990f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_24	3483	62.24519092736147	0ba29a50a512b7456c0249b593aa26a4	not tested	-	-	MOBP	NC_017321_00002	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_25	762	54.98687664041995	d72201771df07509d4fd87cde3565c08	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_26	2208	44.791666666666664	5bb5485fddc974dfb9b1a6841cff1c0a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_27	10999	36.41240112737522	c98c07610bfef15cc10bd90e7fe7aa51	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_28	1941	44.20401854714065	1aee08207f646080bf73a7a161496f4d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_29	5680	39.29577464788732	34fad3664c32822ef80e51815d56d26d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_30	4082	50.906418422341986	d80d412668064fb3df86984a3978cd79	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_31	2787	56.83530678148547	d65adc5c065796d2fa633336136136ef	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_32	2559	43.376318874560376	1cdb2a2a79f157c04af4dfc9823fcad5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_33	2471	53.7838931606637	1494d254b84cb766388ca43dcf41ed31	not tested	-	-	-	-	-	-	MOBP	MF083142	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_34	4103	35.924932975871315	5d0ec4ba8e114125fe70038b60798f87	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_35	3002	43.07128580946036	38e7a14d0ed4e38e32b1e92571a7fb63	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_36	1809	42.12271973466003	cd964b59de729c25c7eadee79d25eba8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_37	5129	39.55936829791382	b90c381dee5a8ea10ba355df38f0a400	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_38	3116	36.0397946084724	958e2bac76f2047df05f2992c0cae0bf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_39	2806	30.0784034212402	a4fbfed838ef5fad424336c45a5be6d3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_40	3656	36.2691466083151	e3e3cb60643c20bf05c28531bb50ca06	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_41	1936	45.60950413223141	35c01b3d91947c71513931eaddcd4683	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_42	6709	40.572365479207036	a3b7a818ac2ba3fb6b0abcd6ce2f0705	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_43	1359	39.14643119941133	b8f4d9e0381f5ce0e5683376e5f6bf48	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_44	10999	35.10319119919993	935b8bc11282b42befb485428f54fcbf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_45	3055	62.716857610474634	e3c81648e7bcb0810a6fa3c0ede5d3da	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_46	1158	51.89982728842833	aedcf7d0160a54875b011297a5bdf03d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_47	9089	52.866101881395096	5ef3dceb311ab585a989bd738dd6309f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_48	1459	54.420836189170664	61eb421674c5b8dc97fe07ce29c337d4	not tested	-	-	-	-	-	-	MOBP	NZ_CP011065	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_49	4685	50.16008537886873	7abfc00ce4c615997905fcd087657ed2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_50	4332	40.67405355493998	f97fefc833ad54f8884beb483387d8a4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_51	171	39.76608187134503	900cd18a3186dcb282cf812d686aa71f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_52	718	33.844011142061284	1a2158d2c1bc6300ff1615797af2cd2d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_53	1209	43.5070306038048	470147a89e8020df9a5c437f930c5352	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_54	2478	46.48910411622276	6a4b2eba379a0676ae85b59ebe8b1a4a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_55	5951	52.26012434884893	187a3ccd6eac20f76044f9d75e58efa6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_56	10999	35.53959450859169	316b783f4cf77d1de33965e073270d7c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_57	1001	61.23876123876124	6e164d57ffb19fc00a3b67174ba1f751	not tested	-	-	MOBP	NC_001848_00006	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_58	4462	49.30524428507396	281a6d0d1b056b8b11b7b917c3792c18	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_59	3152	57.61421319796954	061000804b358015f05d13863344ff7b	not tested	rep_cluster_2335	KU302809_00001	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_60	2696	43.36053412462908	45c5e750cd255a17e5be8d0fbd527382	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_61	5639	56.69444937045576	d955264bb12395e025c0e037a62e9897	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_62	1081	38.20536540240518	51ca9b72971b6705b8765dea0c2bba29	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_63	1266	32.70142180094787	eed8b10c0918cc46feb8f4e33dc46bb0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_64	3669	45.243935677296264	784fb338d868b5ebfbd552ea3ad85223	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_65	1898	50.21074815595364	5d672e29d1d6d3a0d72efbfac8dd076d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_66	3916	43.718079673135854	d41ee045f204ed3fc19a2be3c8550149	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_67	1366	37.11566617862372	3358d44467b376a37f8afa0a741640a4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_68	2599	34.39784532512505	92fc53059ef51c8f6e1086b94660a941	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_69	5688	45.02461322081575	d03042d60683c2f0ce79e17793992e27	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_70	8545	43.194850789935636	f710cfa707c8a0c82233ea24be8c2cbb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_71	3049	57.035093473269924	cd577496d8f49056bb542120a6e7ae73	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_72	1762	34.39273552780931	47049f48a0ec7eac26ddff67460568bd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_73	851	42.30317273795535	2d24fa7bb9d3cc80dabc3c9830897895	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_74	1159	34.33994823123382	57c920b18837592bdc1e9ec0b3957143	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_75	6464	39.619430693069305	428eadc26fa19542a61b0f57f6351ee1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_76	4303	39.995352079944226	0ccaa8c48778a6a4452737e0cd1c25d9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_77	4124	38.33656644034917	351a3ce37d884436779fbfbedc35eea2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_78	624	27.083333333333332	4faf56460377ff55fe8b1086d316b1ed	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_79	4949	44.635279854516064	a2df42bc991d997c24529827714feab0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_80	7282	35.622081845646804	576facb9974209e80215385e8f639387	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_81	6031	40.90532250041453	3e5a7731de67615aed18caeade1b151c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_82	1182	5.83756345177665	6f0c8e35ea50bfe2c15c57da99b3afc5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_83	662	45.770392749244714	7892cd9745d92406dd79945851bcfd25	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_84	1500	36.4	9bfe1d70c1b3f66784ab68433c64e277	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_85	2007	33.8315894369706	cae5ff6e069203ec64e5142a94054fbf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_86	2614	23.603672532517216	e14ee2954ecf76d6f003c6c912019839	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_87	1501	33.977348434377085	7c3f4c0e0dab521d2c955b0fc06429ed	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_88	474	54.219409282700425	36d83177e68abd39f0b05a85b7985aa0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_89	7102	34.398760912419036	0eb5c3e853c308be210ab0c3de24df30	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_90	1709	70.15798712697485	965ec97bd27ad49a479b93786a9a7110	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_91	2514	46.81782020684169	49f4ee7085f1aa4a088226a9199a0f07	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_92	201	42.288557213930346	03d1631467d963dc08fff08f699bfcd4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_93	1791	40.480178671133444	b29db47c8a2c3e8f2e9fe683ffa4a594	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_94	7222	49.61229576294655	1134f0331a03db32435f1f0f52ce2474	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_95	2341	35.113199487398546	8f42e2530f31a1b7c57fb71f674f6b11	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_96	3948	31.940222897669706	4d0cc76d52f68d9598765ae0a769a637	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_97	1199	33.19432860717264	35367c838a79c3b03be25a927226364e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_98	4026	53.80029806259314	d7b17dcc994bd260033b2de6237215e7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_99	7298	50.561797752808985	1c0bc305c7f0d7a71fbc59a1df5adec7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_100	5512	46.38969521044993	57b0e127aacf27f6ac54bbe744f2ee6a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_101	5550	37.567567567567565	6e76248a9cd0087ba7880b1986c2670d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_102	2396	35.35058430717863	ea1fe6765de5307652c2ae2538e16137	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_103	3096	49.96770025839793	519242bdec2da11b653696ef80aa9d3d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_104	4059	29.219019462921903	b7ee854c737ca592143c290d97e8f86c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_105	1413	40.90587402689314	5d0f3b6735cc538056b1b6b053f2720c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_106	295	31.864406779661017	b496f147db5ed1c28730a6bd0c861751	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_107	5018	59.067357512953365	4b0c014ec87d2cf22673c0c39616f92e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_108	1363	53.04475421863536	366b6613cd2197b82a432bdf136b8e47	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_109	4475	36.402234636871505	0cd58f77eac86eca0df8746f541a810c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_110	4002	29.310344827586206	f3c3f53d456f08e188d5440e58765d4d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_111	232	41.810344827586206	1dcfc72461e85b7f0cca3dbefb51e784	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_112	3310	49.18429003021148	bdd8f19439b96c91356208eeaa58b2dd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_113	8914	37.69351581781467	eb30cfa570226a1d5affa8e22ba2ea18	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_114	4028	46.747765640516384	c0e44cb35bba36ea2b887b728fc0c696	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_115	529	45.36862003780718	a3b3c6c8cfab2c8459391e36372c9a5d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_116	2141	40.681924334423165	ce354f52b381d58ebadb69d3837b908c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_117	10999	52.01381943813074	f46f4b1afc00694cfd6fb11e0b3e952f	not tested	ColRNAI_rep_cluster_1857	000008__AJ627566	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_118	450	60.44444444444444	e7257fe82b6648ed28effcc757e45b2a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_119	527	33.396584440227706	16939fbcd2b5c3f53d1843b5c0b67371	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_120	5354	56.18229361225252	b08f1dbcfb6ff88cfee61466a3ed0742	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_121	2035	46.92874692874693	2925cfa22bed88537099af59cc67aa01	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_122	3796	51.159114857744996	ce68673b43e33607c8f75873a1f577d0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_123	380	28.94736842105263	b9a768eb7de091f906e4afd4a5dc8cbe	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_124	6783	53.51614329942503	f27d28feff66e6521553bb8d6a2f5d67	not tested	ColRNAI_rep_cluster_1987	CP024554_00008	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_125	4149	44.01060496505182	bbb3f7f9063aa0162ff675bc24be8994	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_126	2076	30.973025048169557	d67a225f8df22251425a226ce8f41dda	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_127	347	44.668587896253605	aa18ba681a36be92e4dc465926a1afaf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_128	5543	39.85206566841061	f5d1e6d8586851bbaaae4afdd505d668	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_129	9604	40.22282382340691	f391e8c651bf24fc520e960c17498811	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_130	999	33.133133133133136	6c7e62cec4eb6bffb71475ef9da71652	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_131	3830	52.06266318537859	1345fd2a0bd6719740154e9a9ddbc972	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_132	10866	38.10049696300386	6d84f5d6adab51954f1e893e096c5afb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_133	2330	37.2961373390558	d63ac9c1de3147705977c96e7604a9f4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_134	862	38.283062645011604	c5a40566a1f632f88570dd5554218e3d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_135	2978	33.680322364002684	57497f5c5979056f955cd13cc241bce6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_136	6344	42.24464060529634	a5ea54f2c02ec88d73d9c2a266736183	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_137	2156	34.23005565862709	08569727d0b9dd13de13d7b8e7ba9bdd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_138	6160	46.33116883116883	1c79f42f93b24b7580380a6ab9caa7c4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_139	146	40.41095890410959	666d663a03768e72a7206d2b9bc60d00	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_140	10526	42.6847805434163	634574d17910240e13896ec83f421c0b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_141	3829	59.20605902324367	984a219323661a1b977da60b7ceb4b4a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_142	4780	58.24267782426778	907161d0a26cce8845ae4a76c66dca9f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_143	1133	37.06972639011474	aa5092073e720aed4e7948d4017df70c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_144	2207	36.38423198912551	d89161ddd9db06d9e9501a09ff1a1833	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_145	1541	39.77936404931862	8ee3268ff56b927665e7db251e9b6396	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_146	907	42.998897464167584	b6969adcb29a12a6fe346ddbf93ae84e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_feb11	chromosome	-	-	sample_147	10682	38.73806403295263	6cb89fc2d4e4250bbb8b5b5980ba1374	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
