sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
samples-08-00-31-05-2024	chromosome	-	-	sample_32	9701	45.88186784867539	34e1fdbc6257dd45092745ff5a0cacc2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_33	9999	56.53565356535653	b29dcb00df75fc3508e639cac112bda3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_34	1816	40.363436123348016	2f9332122a1811c5f71b24e6bcbcad65	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_35	7048	38.124290578887624	7ef56b92fc8f104e67a9810e88eaea67	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_36	5222	42.0911528150134	3d94f16513b7d4af669deacedc23c796	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_37	9999	90.5990599059906	21d3921ce4f21c0f6fd1425ed72c4f96	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_38	9999	76.72767276727673	f9ab88d9e09b8eb4226faf111f5f34d4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_39	9999	63.656365636563656	c8fd3c174423655c4a5e0891ce27177f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_40	7143	75.5144897102058	13ed065dadcab054a351c700b7a09da9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_41	9999	56.215621562156215	54ec7fe2c17c05abe27619e01ad253d6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_42	4184	44.861376673040155	85a6d83dc91104e37fe0a24eb201263c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_43	6555	52.25019069412662	e236242343deb81c842c8df0834e0d7b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_44	9999	46.274627462746274	249b21bef145b4d38e91d15693c3e0db	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_45	7619	57.97348733429584	1b3910101ca2286fb8ca5e0a986473c5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_46	9999	48.864886488648864	bc3b9883d5c933aede9ed88c56693be7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_47	3803	47.35734946095188	f43ca855c353885946a31dfa86d0685e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_48	9999	10.741074107410741	813eacdd6e6fd52154ac4a9534a3ac77	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_49	5000	47.18	b3c31bd52c4dacbadf19117b84b3b160	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_50	4208	72.4096958174905	3af1bce4c26f7d7c75bead1ad65962d8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_51	3188	51.882057716436634	9bf401ef6e08993beb3319b9fdae480b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_52	7546	61.27749801219189	7d336c27fed87d3ff0b32e39ea281ff6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_53	9999	53.285328532853285	83590af33f91b5e4517a6ee1a16c8c23	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_54	1353	49.74131559497413	29615b0df891e99cb1e8a590eb76484b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_55	6173	45.63421351044873	185bb9c6b3a06db0cdbed9c88a9e3a55	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_56	9999	26.342634263426344	8f65ad38d9cb89d132834e4db2a9b015	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_57	6600	45.015151515151516	c49b86560081a9001a6a5e271bb49ed7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_58	9999	77.87778777877787	b16c9b3dffc44e0978765a21bca70ff7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_59	9999	4.670467046704671	578bc0f0f68c8b8509a43e2f6528ea76	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_60	9999	24.38243824382438	37540f58366d018337af824ff26cfba8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_61	9999	69.86698669866986	0100a870d2e80cdf2538eb72080b20f6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_62	9999	54.98549854985499	d4a4691d2f64151bbc4b9e69bdc45700	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_63	9999	54.775477547754775	40728dd7e26e072f9eae4fc920eb0a80	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_64	9999	93.96939693969397	d6d727aadc7d28e1bc404fcb2e8a815d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_65	8660	50.68129330254042	51afc43a23b8568155a3a751c0dbc6fc	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_66	7327	55.93012146854101	bd05135e75b53ee6994756288bc20c3e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_67	9999	0.7300730073007301	7f1c7a51a7c7523399e925b2af898719	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_68	9999	14.791479147914792	6c7cd0d431ec420062127aa6c81bc289	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_69	5301	48.575740426334654	6470f28bfcca73bd54489eb0c3eb0abb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_70	9999	70.17701770177018	0d3ac4640978cd79907d56accdbe4463	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_71	9999	89.58895889588959	54c8c7517265cdd4e38f4afe3709785e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_72	192	47.395833333333336	06f5c0008fa5bc476030ec80d0b69cfb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_73	5788	55.44229440221147	8cd9ca1f3d490db35bb01a0c95082ecd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_74	6636	47.197106690777574	fd1d1a37b67b598bbcbd11a264370143	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_75	9999	54.71547154715471	3faabd5681a948601209956c26b99d18	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_76	9999	40.21402140214021	728efb403ecce6825a53b0291cb9ce4d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_77	5486	43.96646008020416	89646c3baba39d3f29a021026541293f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_78	9999	64.68646864686468	8a563ead9d44e96a713c88f4c9681e33	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_79	9999	24.242424242424242	309efe335d9fcdb95d07779fd60f6434	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_80	9999	58.69586958695869	e9e6c0a6ffec0d08e819e2513a3cc9cf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_81	3074	49.21925829538061	f0cf70db47e914bcdf347a11094d4fd0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_82	9036	46.6024789729969	6e2bc6e6012e1c15d1eb54951c980937	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_83	4835	47.65253360910031	b6193f6068571669166747ea8cadf284	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_84	7941	43.76023170885279	9c9b7036357a961768dc2aea9da54833	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_85	9999	52.06520652065206	1c95d41f3a6f8fa9097c3d2b2032cfe7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_86	9999	76.43764376437643	5b434fccb85db7d0c7868c2f99baf2a9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_87	4881	46.56832616267158	124b88a78dcaef0eeecbbb977d9c107a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_88	1721	51.71411969785009	dacb581160ca1caa28f87f326cb90be6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_89	6321	46.669830722986866	8b81dce73bd94760c6324ae0125a2517	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_90	2780	47.014388489208635	bbd777837ba1b87fec1f8b9890aa11d2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_91	9829	48.265337267270326	049901eab2c6f7dcc2d345cfb9bb33cd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_92	9999	64.34643464346435	597ae247f07ddbc86d3e6d361bbf27a8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_93	5153	68.3873471764021	8dda448e022b9cd9d12f92adee9d838a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_94	3627	53.515301902398676	b07da64363021c74f465630820234135	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_95	9999	85.76857685768577	e102736128bb35a64973cd5f71a3e718	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_96	4285	51.528588098016336	088d4094db6732413d38f0d6584a1bcb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_97	9999	98.15981598159816	32984ca0d0308f701492cf6452f3e4cc	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_98	9999	47.774777477747776	8528b0d1fc65c3f351139167eb6f42d5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_99	9999	63.85638563856386	78a892588b6e27b74c1a795e62004c58	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_100	9999	63.846384638463846	b02fd540d2ceeb5fdd8fd3e644c64913	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_101	9999	77.13771377137714	a62076093151db27ab5d20a291283e5e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_102	9999	57.90579057905791	a5b43166fe300365d45cdc003e385fa7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_103	1125	51.644444444444446	c3897121c387b89816427f95a018850e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_104	3367	56.99435699435699	56225cf0ae353d77c9dba0d50c1a2ff5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_105	7588	49.93410648392198	71eea80cffabf92848c4fa33d89d1238	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_106	8095	46.44842495367511	b3925895035a4017d11dfb1c0a70f76b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_107	9074	53.51553890235839	d16437e3250435cc27e702c7ebe08f83	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_108	9999	90.51905190519052	c5342081986ad3b940cd7333a16c4cfb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_109	9999	46.92469246924693	bd3a6222963c5a15565a41c8791a15e0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_110	9999	88.21882188218822	bd45833b3e29ee31128bccb33efa8e22	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_111	518	48.84169884169884	fc3a699494e7d82188a8fed52211503c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_112	4450	67.7752808988764	89b856c88575ff21baeddc4ca4f30336	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_113	1835	50.95367847411444	08ef38973f6842ad89daefe4b9ef3dc4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_114	9999	96.03960396039604	6dc3dd69fb81e128c364ab1599e7de7c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_115	9999	76.44764476447645	93ef2659e4c4b4e0a1f8cbcf657d0fcc	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_116	2142	53.0812324929972	c634594fe8a79f29cd1401412136e356	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_117	1000	55.9	f2e19e98e999d894976daeaf2f256628	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_118	6232	50.01604621309371	7eb4042706fad7c7aac15b7bbd2cd3fa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_119	6204	48.339780786589294	bc54046fe782df16ed5f68ce25d0c4c7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_120	5402	51.74009626064421	b24e90fe453b1edbbb6d944e8a220506	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_121	9999	99.01990199019902	3b36095ddf4a411867d3212350847edf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_122	7110	42.250351617440224	7fa651806351cdf79e6676ff813447df	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_123	9999	58.555855585558554	69bd2578c8008637b62e19e1c9658ba5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_124	9999	86.2986298629863	9724e881f43b54b3b1d2747a6e3ecd08	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_125	9999	90.26902690269027	e95435495d5c25755e802354758f0792	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_126	6978	30.954428202923474	83a093305840e706813b0200660dcceb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_127	9999	47.27472747274727	78f7fdff0805bd49f16a8634a65764f7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_128	6806	55.98001763150162	4ef2d30329c231464557f67038b8c08d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_129	9613	58.649745136793925	2d42ae25961d30c159013fdd09e3ef7f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_130	9999	77.88778877887789	3c5c41e3be582156201794018643ef4e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_131	1944	47.42798353909465	79f8fd5aba8838f1e330ed9ccffa6137	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_132	9999	56.365636563656366	b5e067dc25f8caa2c5ab47e9339033a0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_133	1996	42.28456913827655	1c25fda7f4d80faf89ce1708cf670ea9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_134	9115	42.600109709270434	8659d294e5d31e84f46cda925af0352a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_135	9999	56.94569456945695	380ca05768f3907d28f9b79a37ad4c14	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_136	2214	47.786811201445346	0672f4148c64f08717b9a90163718675	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_137	5718	54.302203567681005	5139acb63b04ab5b1c49513dd8027348	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_138	391	53.70843989769821	d63c4f438b209e6a8512034ea6ff473d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_139	9833	55.293399776263605	dbaa2fc3a6b80f59fdbd2754fec43055	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_140	8967	44.39611910337906	0ae84c5b6e8f07daf0d85264b61d0af5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_141	9999	85.05850585058506	abb058ab7b91506389d8364d8e930428	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples-08-00-31-05-2024	chromosome	-	-	sample_142	9999	53.40534053405341	7c467df009343aab25531aa450cc770e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
